show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,total_views,unique_viewers,avg_watch_time_minutes,completion_rate,likes,shares,avg_rating_by_users,watch_sessions,stickiness_score,subscription_uplift_rate,favored_device,first_content_for_new_users_flag,peak_viewing_hour,peak_viewing_region
s116,Movie,Love in Paris 116,Li Wei,"Actor 116, Actress 116",India,2021-06-26,2015,PG,1 Season(s),Horror,Sample description 116,327587,218572,90.2,0.31,14116,6976,1.7,16605,0.26,0.2,PC,0,4,United Kingdom
s117,TV Show,Space Adventure 117,Li Wei,"Actor 117, Actress 117",United Kingdom,2020-07-28,2005,PG,5 Season(s),Drama,Sample description 117,122192,74217,113.2,0.94,36218,3283,4.8,9789,0.58,0.19,Tablet,1,14,India
s118,TV Show,Haunted Nights 118,Jane Doe,"Actor 118, Actress 118",Japan,2020-04-23,2013,R,73 min,Horror,Sample description 118,254153,128038,61.4,0.56,5833,5751,1.0,71848,0.77,0.04,Tablet,0,21,India
s119,TV Show,Cooking Master 119,Li Wei,"Actor 119, Actress 119",Canada,2023-06-03,2015,PG-13,3 Season(s),Action,Sample description 119,341632,63528,61.2,0.75,42558,1660,1.1,73311,0.58,0.18,TV,1,23,Canada
s120,TV Show,Love in Paris 120,Li Wei,"Actor 120, Actress 120",United States,2020-12-26,2017,TV-14,86 min,Romance,Sample description 120,375946,244251,108.0,0.83,39642,3327,2.3,68993,0.4,0.25,Mobile,0,17,Canada
s121,TV Show,Wildlife Tales 121,Jane Doe,"Actor 121, Actress 121",Japan,2021-09-24,2002,TV-MA,2 Season(s),Romance,Sample description 121,10930,269084,99.4,0.78,19306,3134,2.3,48508,0.16,0.28,Mobile,0,20,India
s122,TV Show,Haunted Nights 122,Jane Doe,"Actor 122, Actress 122",United States,2020-08-21,2019,TV-MA,72 min,Action,Sample description 122,454816,266103,77.3,0.38,25131,3309,4.0,96900,0.71,0.09,PC,0,16,Canada
s123,Movie,Wildlife Tales 123,Jane Doe,"Actor 123, Actress 123",India,2020-07-12,2009,R,4 Season(s),Documentary,Sample description 123,192997,175467,64.5,0.86,22027,8240,1.5,58854,0.11,0.16,Mobile,1,18,India
s124,TV Show,Cooking Master 124,Fatima Khan,"Actor 124, Actress 124",India,2021-10-06,2022,PG,3 Season(s),Action,Sample description 124,443437,215751,76.3,0.86,1592,2759,4.3,60746,0.37,0.2,Tablet,0,8,United States
s125,Movie,Wildlife Tales 125,Li Wei,"Actor 125, Actress 125",Japan,2020-05-25,2020,TV-MA,78 min,Horror,Sample description 125,250371,91393,104.4,0.37,47775,1663,2.6,48062,0.33,0.1,Tablet,0,13,Japan
s126,TV Show,Space Adventure 126,Carlos Vega,"Actor 126, Actress 126",Canada,2023-08-22,2001,PG-13,115 min,Action,Sample description 126,31167,19883,115.3,0.92,4831,1392,4.4,65861,0.43,0.22,Tablet,1,22,United Kingdom
s127,Movie,Wildlife Tales 127,Carlos Vega,"Actor 127, Actress 127",India,2023-08-09,2018,PG-13,1 Season(s),Documentary,Sample description 127,26440,46379,84.0,0.82,34706,7609,3.6,68748,0.42,0.11,Tablet,0,11,India
s128,TV Show,Wildlife Tales 128,Carlos Vega,"Actor 128, Actress 128",United Kingdom,2023-05-21,2016,PG-13,98 min,Romance,Sample description 128,214442,114355,97.6,0.75,17338,9453,3.8,55568,0.46,0.26,PC,1,13,United Kingdom
s129,TV Show,Haunted Nights 129,Carlos Vega,"Actor 129, Actress 129",India,2020-02-03,2015,TV-14,76 min,Action,Sample description 129,477808,223560,69.6,0.77,15745,576,4.8,54591,0.42,0.29,TV,1,0,India
s130,TV Show,The Great Escape 130,Li Wei,"Actor 130, Actress 130",Canada,2020-02-25,2023,R,5 Season(s),Documentary,Sample description 130,116078,84322,103.5,0.8,20416,9704,3.4,90967,0.47,0.26,PC,1,3,United Kingdom
s131,TV Show,Love in Paris 131,Jane Doe,"Actor 131, Actress 131",United Kingdom,2023-06-26,2020,PG-13,1 Season(s),Romance,Sample description 131,249535,275234,66.0,0.54,4095,3156,2.2,44863,0.27,0.1,Mobile,0,18,Canada
s132,Movie,Space Adventure 132,Li Wei,"Actor 132, Actress 132",United Kingdom,2023-10-12,2007,PG-13,132 min,Romance,Sample description 132,25263,201453,116.0,0.45,8880,542,3.4,69054,0.48,0.2,Mobile,0,2,United Kingdom
s133,TV Show,Haunted Nights 133,Jane Doe,"Actor 133, Actress 133",India,2023-08-03,2013,R,63 min,Comedy,Sample description 133,263230,148681,50.6,0.87,33360,6776,2.1,6017,0.32,0.09,Mobile,0,23,Canada
s134,Movie,Wildlife Tales 134,Li Wei,"Actor 134, Actress 134",India,2022-06-04,2012,PG,5 Season(s),Drama,Sample description 134,432176,202399,110.4,0.7,32399,2700,1.6,55980,0.31,0.0,Tablet,0,0,United Kingdom
s135,Movie,Love in Paris 135,Li Wei,"Actor 135, Actress 135",United States,2022-02-06,2005,TV-MA,64 min,Drama,Sample description 135,79962,55610,52.3,0.73,6090,5779,1.3,84922,0.36,0.15,Mobile,1,14,United States
s136,Movie,The Great Escape 136,Fatima Khan,"Actor 136, Actress 136",United Kingdom,2023-07-20,2019,TV-MA,2 Season(s),Horror,Sample description 136,485574,209578,65.1,0.7,13307,3095,3.8,99673,0.55,0.04,Tablet,1,3,United Kingdom
s137,Movie,Cooking Master 137,Fatima Khan,"Actor 137, Actress 137",India,2020-01-07,2006,TV-MA,79 min,Romance,Sample description 137,472005,45328,62.4,0.61,17238,3360,2.4,62974,0.23,0.2,Mobile,1,19,United States
s138,TV Show,Cooking Master 138,Carlos Vega,"Actor 138, Actress 138",Canada,2023-10-05,2008,R,142 min,Drama,Sample description 138,462392,124651,118.7,0.34,9249,4163,3.3,87057,0.88,0.29,PC,1,23,Canada
s139,TV Show,Space Adventure 139,Fatima Khan,"Actor 139, Actress 139",Japan,2020-04-16,2015,R,133 min,Drama,Sample description 139,225363,115812,45.2,0.59,44552,3206,1.2,49836,0.38,0.28,TV,0,4,Canada
s140,Movie,Love in Paris 140,Jane Doe,"Actor 140, Actress 140",United Kingdom,2023-03-22,2010,PG-13,90 min,Romance,Sample description 140,429876,136958,103.7,0.71,26044,8931,2.3,29807,0.63,0.24,Mobile,1,21,United States
s141,Movie,The Great Escape 141,John Smith,"Actor 141, Actress 141",India,2020-09-20,2011,TV-MA,3 Season(s),Action,Sample description 141,203301,5662,70.7,0.38,44412,8389,4.8,18639,0.19,0.14,Tablet,1,17,India
s142,TV Show,Wildlife Tales 142,Carlos Vega,"Actor 142, Actress 142",Japan,2023-09-20,2007,PG,77 min,Action,Sample description 142,166019,250138,83.7,0.91,5212,4340,2.6,58089,0.18,0.22,PC,1,0,United Kingdom
s143,Movie,The Great Escape 143,Carlos Vega,"Actor 143, Actress 143",India,2020-03-20,2000,TV-MA,68 min,Comedy,Sample description 143,82685,23006,111.8,0.77,43204,2739,1.1,75478,0.78,0.03,PC,0,13,Canada
s144,Movie,Space Adventure 144,John Smith,"Actor 144, Actress 144",United Kingdom,2022-05-09,2019,R,82 min,Comedy,Sample description 144,351060,137133,111.9,0.65,28670,376,2.2,84512,0.79,0.27,Tablet,1,22,United Kingdom
s145,Movie,Love in Paris 145,Li Wei,"Actor 145, Actress 145",United States,2020-04-13,2001,PG-13,3 Season(s),Action,Sample description 145,12261,146429,55.2,0.58,31616,4585,3.8,22719,0.27,0.22,PC,0,3,United States
s146,TV Show,Love in Paris 146,John Smith,"Actor 146, Actress 146",Canada,2021-12-16,2007,TV-MA,120 min,Documentary,Sample description 146,497302,50805,102.6,0.74,24428,9100,2.6,2057,0.43,0.23,Tablet,1,23,Japan
s147,TV Show,The Great Escape 147,Carlos Vega,"Actor 147, Actress 147",United Kingdom,2021-11-12,2018,TV-MA,3 Season(s),Comedy,Sample description 147,69432,178467,44.9,0.81,1130,2060,3.9,78872,0.4,0.05,Mobile,1,3,United States
s148,Movie,Love in Paris 148,John Smith,"Actor 148, Actress 148",Japan,2020-11-10,2011,R,2 Season(s),Comedy,Sample description 148,156861,261228,66.7,0.95,34562,870,2.8,21040,0.2,0.16,PC,0,17,United Kingdom
s149,TV Show,Wildlife Tales 149,Fatima Khan,"Actor 149, Actress 149",United Kingdom,2021-03-12,2010,PG-13,149 min,Documentary,Sample description 149,407029,119472,51.5,0.97,19658,9067,3.6,60516,0.72,0.04,Mobile,0,0,India
s150,TV Show,The Great Escape 150,Li Wei,"Actor 150, Actress 150",India,2021-03-26,2023,TV-14,118 min,Documentary,Sample description 150,224666,249996,93.4,0.61,4572,2073,3.1,77586,0.43,0.28,Tablet,1,6,Canada
s151,Movie,Love in Paris 151,John Smith,"Actor 151, Actress 151",Japan,2021-03-10,2002,TV-MA,1 Season(s),Action,Sample description 151,351433,282110,39.9,0.3,49472,1454,1.8,3534,0.89,0.24,Mobile,1,23,Japan
s152,Movie,The Great Escape 152,Li Wei,"Actor 152, Actress 152",Canada,2021-12-07,2007,PG,81 min,Comedy,Sample description 152,227758,53725,62.9,0.84,13954,3354,1.9,36903,0.22,0.1,Mobile,0,1,India
s153,Movie,The Great Escape 153,Jane Doe,"Actor 153, Actress 153",United Kingdom,2020-02-19,2008,PG,76 min,Action,Sample description 153,352656,261879,85.7,0.83,48778,3965,3.5,6555,0.84,0.05,TV,0,15,Japan
s154,Movie,Love in Paris 154,John Smith,"Actor 154, Actress 154",India,2023-10-11,2020,TV-MA,144 min,Drama,Sample description 154,342086,277418,71.9,0.97,37188,9789,4.2,54524,0.8,0.05,TV,1,8,United States
s155,Movie,Cooking Master 155,Carlos Vega,"Actor 155, Actress 155",Japan,2020-05-17,2021,TV-MA,4 Season(s),Comedy,Sample description 155,25906,247558,56.3,0.4,20889,5128,2.3,71697,0.17,0.02,PC,1,17,Japan
s156,TV Show,Cooking Master 156,Carlos Vega,"Actor 156, Actress 156",United States,2021-09-18,2015,PG,5 Season(s),Romance,Sample description 156,104915,236214,35.9,0.5,5562,7622,2.7,79236,0.51,0.04,Mobile,0,0,United Kingdom
s157,Movie,Haunted Nights 157,Fatima Khan,"Actor 157, Actress 157",India,2022-10-17,2015,R,4 Season(s),Comedy,Sample description 157,298188,95190,60.3,0.81,36660,1809,1.1,57522,0.8,0.22,PC,1,2,United Kingdom
s158,TV Show,The Great Escape 158,John Smith,"Actor 158, Actress 158",Japan,2021-09-16,2001,TV-MA,86 min,Drama,Sample description 158,151874,233123,115.7,0.64,22876,2009,3.2,26610,0.87,0.21,Mobile,0,4,Canada
s159,Movie,Wildlife Tales 159,Fatima Khan,"Actor 159, Actress 159",Japan,2020-12-17,2014,TV-14,5 Season(s),Comedy,Sample description 159,166092,53510,33.9,0.56,25793,5019,1.7,91328,0.35,0.13,TV,0,16,India
s160,TV Show,Wildlife Tales 160,Li Wei,"Actor 160, Actress 160",Canada,2020-04-21,2014,PG,104 min,Romance,Sample description 160,90681,167362,52.6,0.33,42170,5024,3.2,51341,0.72,0.26,PC,1,6,Japan
s161,Movie,Cooking Master 161,Carlos Vega,"Actor 161, Actress 161",Canada,2022-04-20,2010,R,138 min,Comedy,Sample description 161,90611,197918,69.8,0.53,31751,2149,1.6,47048,0.76,0.14,PC,1,20,United Kingdom
s162,Movie,Love in Paris 162,Fatima Khan,"Actor 162, Actress 162",Canada,2022-11-28,2001,PG,100 min,Horror,Sample description 162,178114,158030,52.1,0.97,37150,852,3.3,20668,0.12,0.25,PC,0,10,United Kingdom
s163,TV Show,Space Adventure 163,Fatima Khan,"Actor 163, Actress 163",Japan,2022-08-20,2011,TV-14,3 Season(s),Comedy,Sample description 163,322178,107591,34.3,0.8,34169,1378,5.0,93002,0.88,0.15,PC,0,2,Canada
s164,TV Show,Haunted Nights 164,Carlos Vega,"Actor 164, Actress 164",United Kingdom,2022-08-08,2012,PG,133 min,Horror,Sample description 164,46088,211818,89.5,0.79,33338,5960,4.4,1720,0.3,0.16,Mobile,0,10,India
s165,Movie,Space Adventure 165,John Smith,"Actor 165, Actress 165",Canada,2023-03-06,2009,R,67 min,Action,Sample description 165,498414,209218,81.0,0.46,13828,5286,4.0,70615,0.33,0.14,Tablet,1,0,United States
s166,TV Show,Haunted Nights 166,Carlos Vega,"Actor 166, Actress 166",United Kingdom,2022-03-13,2021,PG,88 min,Action,Sample description 166,127217,164685,55.3,0.35,42959,1393,1.1,9160,0.63,0.13,Tablet,1,22,United Kingdom
s167,Movie,Haunted Nights 167,John Smith,"Actor 167, Actress 167",Canada,2021-04-17,2018,R,60 min,Action,Sample description 167,294273,71766,114.7,0.54,2043,7849,3.0,5829,0.55,0.26,Mobile,1,21,India
s168,TV Show,Space Adventure 168,Carlos Vega,"Actor 168, Actress 168",United Kingdom,2021-07-10,2012,TV-MA,5 Season(s),Romance,Sample description 168,441754,6821,72.8,0.58,40630,6074,1.8,26453,0.88,0.13,Tablet,0,14,Canada
s169,TV Show,Cooking Master 169,Carlos Vega,"Actor 169, Actress 169",United Kingdom,2021-07-04,2011,TV-MA,4 Season(s),Action,Sample description 169,118474,277757,48.8,0.95,8316,1864,2.3,91901,0.48,0.2,TV,0,0,Canada
s170,TV Show,The Great Escape 170,Jane Doe,"Actor 170, Actress 170",United States,2023-03-10,2014,PG-13,141 min,Comedy,Sample description 170,437926,48809,82.0,0.8,33666,2466,3.2,47339,0.76,0.06,PC,0,9,United States
s171,TV Show,Haunted Nights 171,Li Wei,"Actor 171, Actress 171",India,2023-03-25,2021,PG-13,113 min,Horror,Sample description 171,212748,71737,59.3,0.84,39352,8309,1.1,83319,0.27,0.03,PC,0,4,Canada
s172,TV Show,Haunted Nights 172,Jane Doe,"Actor 172, Actress 172",United States,2022-04-07,2021,PG,5 Season(s),Action,Sample description 172,405767,170296,76.2,0.54,40520,5965,4.8,60325,0.75,0.28,PC,0,11,Japan
s173,Movie,Haunted Nights 173,Li Wei,"Actor 173, Actress 173",Japan,2022-08-13,2017,TV-14,111 min,Action,Sample description 173,275301,149529,102.9,0.87,36140,8764,4.1,25627,0.64,0.19,Tablet,1,18,United Kingdom
s174,TV Show,Wildlife Tales 174,John Smith,"Actor 174, Actress 174",Japan,2021-01-11,2002,R,1 Season(s),Documentary,Sample description 174,375491,198679,67.0,0.31,32110,5416,3.9,97299,0.25,0.29,TV,0,2,United Kingdom
s175,TV Show,Cooking Master 175,Fatima Khan,"Actor 175, Actress 175",United Kingdom,2020-08-09,2020,PG-13,3 Season(s),Romance,Sample description 175,209290,21128,72.9,1.0,29754,9347,2.7,94190,0.68,0.09,Mobile,1,18,India
s176,TV Show,Cooking Master 176,Carlos Vega,"Actor 176, Actress 176",India,2020-09-11,2014,PG-13,1 Season(s),Comedy,Sample description 176,285773,131080,94.2,0.48,40754,1577,1.0,95816,0.3,0.01,Tablet,1,21,Canada
s177,Movie,Cooking Master 177,Fatima Khan,"Actor 177, Actress 177",India,2023-10-03,2008,TV-14,111 min,Romance,Sample description 177,229216,30360,69.1,0.88,28753,754,2.8,99501,0.67,0.14,Mobile,0,17,United Kingdom
s178,TV Show,Wildlife Tales 178,Carlos Vega,"Actor 178, Actress 178",Japan,2021-09-20,2006,PG-13,3 Season(s),Drama,Sample description 178,98678,224602,93.0,0.48,45061,1506,4.3,10631,0.14,0.05,Tablet,0,21,Canada
s179,Movie,Wildlife Tales 179,Carlos Vega,"Actor 179, Actress 179",United States,2023-04-06,2014,TV-14,143 min,Romance,Sample description 179,428584,197511,96.5,0.81,10976,5341,3.8,15741,0.67,0.12,TV,0,14,United States
s180,TV Show,Space Adventure 180,Li Wei,"Actor 180, Actress 180",Japan,2022-07-10,2023,PG,89 min,Comedy,Sample description 180,120396,204497,112.0,0.49,20620,8456,4.2,81816,0.12,0.12,PC,1,20,India
s181,TV Show,Cooking Master 181,Carlos Vega,"Actor 181, Actress 181",United States,2022-05-05,2007,TV-14,130 min,Romance,Sample description 181,78969,26254,61.4,0.96,27584,2234,4.8,33570,0.22,0.1,Tablet,0,18,United Kingdom
s182,Movie,Haunted Nights 182,Li Wei,"Actor 182, Actress 182",United States,2023-08-05,2013,R,128 min,Documentary,Sample description 182,202812,152871,92.3,0.54,31401,3013,3.4,16798,0.54,0.23,TV,0,19,United Kingdom
s183,Movie,Space Adventure 183,Carlos Vega,"Actor 183, Actress 183",Japan,2021-04-15,2013,PG-13,61 min,Action,Sample description 183,402784,231519,64.6,0.33,41686,2717,4.0,89239,0.2,0.15,PC,1,23,Japan
s184,TV Show,The Great Escape 184,John Smith,"Actor 184, Actress 184",India,2021-06-20,2001,PG-13,64 min,Horror,Sample description 184,133880,197916,96.7,0.87,47435,1552,2.9,68478,0.14,0.04,Mobile,1,9,Japan
s185,Movie,Space Adventure 185,John Smith,"Actor 185, Actress 185",India,2021-10-16,2007,PG,1 Season(s),Comedy,Sample description 185,369224,59450,47.7,0.77,6692,1358,4.9,38711,0.83,0.28,Tablet,0,0,United States
s186,Movie,Love in Paris 186,Carlos Vega,"Actor 186, Actress 186",Canada,2020-11-18,2023,PG-13,133 min,Horror,Sample description 186,29040,161954,71.6,1.0,10084,2055,3.0,82963,0.62,0.13,TV,0,14,Canada
s187,Movie,The Great Escape 187,Li Wei,"Actor 187, Actress 187",United States,2022-10-14,2018,PG,95 min,Romance,Sample description 187,484432,93121,72.2,0.94,10416,1209,1.9,21577,0.39,0.14,TV,0,3,India
s188,TV Show,Wildlife Tales 188,Fatima Khan,"Actor 188, Actress 188",United Kingdom,2023-06-28,2009,TV-14,2 Season(s),Romance,Sample description 188,59798,276276,100.2,0.48,20632,3924,2.9,96447,0.25,0.18,PC,1,12,Canada
s189,TV Show,Space Adventure 189,Carlos Vega,"Actor 189, Actress 189",United Kingdom,2021-12-18,2007,TV-MA,2 Season(s),Comedy,Sample description 189,422116,174493,34.9,0.63,37045,4970,1.1,90750,0.15,0.07,Tablet,0,9,United States
s190,Movie,Wildlife Tales 190,John Smith,"Actor 190, Actress 190",United States,2021-11-26,2014,PG,3 Season(s),Horror,Sample description 190,353604,23506,76.7,0.53,31849,9901,3.7,5924,0.32,0.07,Mobile,1,23,United Kingdom
s191,Movie,Space Adventure 191,Fatima Khan,"Actor 191, Actress 191",United States,2021-06-10,2007,PG-13,3 Season(s),Comedy,Sample description 191,494097,281308,80.9,0.67,20980,1087,1.1,76331,0.54,0.03,Tablet,0,11,Canada
s192,TV Show,Cooking Master 192,Carlos Vega,"Actor 192, Actress 192",India,2023-01-01,2020,TV-14,118 min,Action,Sample description 192,351732,187996,76.9,0.78,35422,1813,1.4,10451,0.73,0.29,Mobile,0,8,India
s193,Movie,Space Adventure 193,Carlos Vega,"Actor 193, Actress 193",Japan,2023-06-27,2000,PG-13,5 Season(s),Comedy,Sample description 193,181252,229292,71.4,0.95,40651,8188,3.6,80523,0.48,0.13,Tablet,0,13,Canada
s194,TV Show,Haunted Nights 194,John Smith,"Actor 194, Actress 194",India,2020-11-08,2020,PG-13,72 min,Documentary,Sample description 194,83480,85552,115.9,0.95,31951,6389,4.8,68986,0.62,0.04,Tablet,0,0,Japan
s195,Movie,Cooking Master 195,John Smith,"Actor 195, Actress 195",Canada,2020-12-06,2006,TV-MA,137 min,Documentary,Sample description 195,47081,279877,49.4,0.56,11749,6589,2.4,44044,0.59,0.0,TV,1,6,United Kingdom
s196,TV Show,The Great Escape 196,Jane Doe,"Actor 196, Actress 196",India,2022-03-16,2009,PG-13,2 Season(s),Horror,Sample description 196,290937,102050,103.3,0.31,11638,4510,1.6,38699,0.88,0.11,Tablet,1,22,Canada
s197,Movie,Love in Paris 197,Jane Doe,"Actor 197, Actress 197",Japan,2020-02-03,2002,TV-14,5 Season(s),Horror,Sample description 197,386244,91226,96.3,0.84,33501,6072,3.2,86805,0.64,0.22,Mobile,0,1,Canada
s198,TV Show,The Great Escape 198,Li Wei,"Actor 198, Actress 198",Japan,2020-07-22,2023,PG-13,4 Season(s),Romance,Sample description 198,309812,25990,60.8,0.98,18453,4485,1.1,37057,0.19,0.07,PC,0,13,India
s199,Movie,Haunted Nights 199,Carlos Vega,"Actor 199, Actress 199",United States,2022-11-06,2013,R,88 min,Comedy,Sample description 199,38156,189724,109.2,0.76,12798,8165,4.0,27472,0.67,0.27,Tablet,1,18,United States
s200,Movie,Haunted Nights 200,John Smith,"Actor 200, Actress 200",Japan,2022-01-17,2019,TV-14,99 min,Action,Sample description 200,104962,176371,90.2,0.99,11509,4078,2.8,88032,0.75,0.21,PC,1,1,India
s201,Movie,Haunted Nights 201,Li Wei,"Actor 201, Actress 201",Canada,2021-09-23,2007,R,139 min,Comedy,Sample description 201,400532,272759,46.3,0.62,29119,339,3.9,26433,0.74,0.22,PC,0,12,United Kingdom
s202,Movie,Love in Paris 202,Fatima Khan,"Actor 202, Actress 202",Canada,2021-12-20,2003,R,79 min,Horror,Sample description 202,382542,116584,82.2,0.76,25964,2161,3.4,47574,0.1,0.18,PC,0,21,Canada
s203,TV Show,Wildlife Tales 203,Li Wei,"Actor 203, Actress 203",Japan,2022-12-04,2013,TV-14,90 min,Romance,Sample description 203,167121,95790,46.1,0.62,47474,7051,1.8,98654,0.35,0.16,Tablet,0,16,Japan
s204,Movie,Cooking Master 204,Carlos Vega,"Actor 204, Actress 204",Japan,2021-08-20,2022,TV-MA,108 min,Documentary,Sample description 204,127265,37713,36.2,0.46,8353,3751,1.8,66212,0.66,0.22,PC,1,2,United Kingdom
s205,Movie,Wildlife Tales 205,Li Wei,"Actor 205, Actress 205",Canada,2020-09-11,2007,PG,104 min,Documentary,Sample description 205,376616,46141,87.2,0.55,15723,4748,1.4,94151,0.81,0.14,TV,0,19,United Kingdom
s206,TV Show,The Great Escape 206,Fatima Khan,"Actor 206, Actress 206",Canada,2021-10-07,2020,PG-13,131 min,Drama,Sample description 206,151494,53380,58.0,0.5,19810,5296,4.2,50534,0.62,0.03,TV,0,8,United States
s207,Movie,Haunted Nights 207,Carlos Vega,"Actor 207, Actress 207",United Kingdom,2023-12-17,2005,TV-MA,70 min,Romance,Sample description 207,190439,153420,82.6,0.42,34136,5998,1.6,35120,0.56,0.17,Tablet,0,15,United States
s208,Movie,Cooking Master 208,John Smith,"Actor 208, Actress 208",United Kingdom,2020-11-19,2023,PG,147 min,Drama,Sample description 208,485923,202267,38.0,0.88,27662,2723,4.3,55166,0.36,0.11,Mobile,1,20,United Kingdom
s209,TV Show,The Great Escape 209,John Smith,"Actor 209, Actress 209",United States,2021-07-13,2023,R,73 min,Documentary,Sample description 209,457823,273576,67.7,0.65,2951,3345,4.7,87215,0.4,0.19,PC,1,10,India
s210,Movie,The Great Escape 210,Carlos Vega,"Actor 210, Actress 210",United States,2023-07-12,2018,PG-13,65 min,Romance,Sample description 210,481122,214438,99.8,0.4,24947,121,1.4,91918,0.47,0.06,Mobile,1,20,Japan
s211,TV Show,Love in Paris 211,Fatima Khan,"Actor 211, Actress 211",United States,2023-10-16,2001,TV-14,66 min,Drama,Sample description 211,180945,290685,74.3,0.88,34654,7465,3.5,71202,0.27,0.17,TV,0,4,Japan
s212,Movie,Haunted Nights 212,John Smith,"Actor 212, Actress 212",United Kingdom,2022-11-16,2019,TV-14,111 min,Horror,Sample description 212,355254,57637,92.0,0.42,49874,9587,1.1,42110,0.37,0.13,Mobile,1,16,Canada
s213,TV Show,Love in Paris 213,Li Wei,"Actor 213, Actress 213",Japan,2020-05-27,2000,PG-13,1 Season(s),Action,Sample description 213,420392,70673,89.6,0.77,48732,7864,2.8,6330,0.55,0.19,TV,0,5,Japan
s214,TV Show,The Great Escape 214,Carlos Vega,"Actor 214, Actress 214",Japan,2020-02-12,2013,TV-MA,141 min,Romance,Sample description 214,295238,144396,66.1,0.97,41968,8894,3.5,19508,0.85,0.27,Tablet,1,17,India
s215,Movie,Haunted Nights 215,John Smith,"Actor 215, Actress 215",Canada,2022-07-13,2000,TV-14,4 Season(s),Horror,Sample description 215,112625,124162,36.5,0.33,18578,1271,4.8,30245,0.81,0.22,PC,0,3,Japan
s216,Movie,Haunted Nights 216,Fatima Khan,"Actor 216, Actress 216",India,2020-06-04,2019,TV-MA,121 min,Action,Sample description 216,430047,67051,114.0,0.64,11382,5604,1.7,7755,0.75,0.17,PC,1,18,United States
s217,TV Show,Cooking Master 217,Jane Doe,"Actor 217, Actress 217",United Kingdom,2021-12-08,2018,PG-13,91 min,Romance,Sample description 217,117476,246820,85.7,0.55,14122,2422,3.5,58566,0.45,0.27,Tablet,0,15,Japan
s218,TV Show,Cooking Master 218,Jane Doe,"Actor 218, Actress 218",United States,2021-10-07,2019,TV-14,108 min,Comedy,Sample description 218,132448,252570,76.3,0.73,29095,9092,3.0,90950,0.23,0.2,Mobile,1,15,United Kingdom
s219,TV Show,Space Adventure 219,John Smith,"Actor 219, Actress 219",Canada,2020-09-25,2000,PG-13,3 Season(s),Documentary,Sample description 219,177968,41397,102.1,0.49,25656,339,4.0,48217,0.72,0.2,PC,0,3,India
s220,Movie,Haunted Nights 220,Fatima Khan,"Actor 220, Actress 220",Japan,2022-05-15,2013,PG,129 min,Horror,Sample description 220,227955,190568,33.4,0.47,39996,3011,1.4,90235,0.64,0.11,PC,0,10,Japan
s221,TV Show,Wildlife Tales 221,Carlos Vega,"Actor 221, Actress 221",Japan,2020-11-28,2002,TV-14,78 min,Action,Sample description 221,321817,162869,36.3,0.58,14480,7687,1.5,38320,0.25,0.22,PC,1,8,Japan
s222,Movie,Haunted Nights 222,John Smith,"Actor 222, Actress 222",Canada,2021-01-01,2017,TV-14,1 Season(s),Horror,Sample description 222,238938,271634,44.7,0.43,26401,3331,4.0,37014,0.46,0.14,Mobile,1,2,Japan
s223,TV Show,The Great Escape 223,Jane Doe,"Actor 223, Actress 223",United Kingdom,2023-01-08,2016,PG-13,65 min,Romance,Sample description 223,397678,129889,82.3,0.89,9149,293,4.1,13162,0.27,0.13,Tablet,1,11,Japan
s224,TV Show,Cooking Master 224,Li Wei,"Actor 224, Actress 224",United States,2020-01-14,2018,PG,68 min,Documentary,Sample description 224,259878,236520,35.9,0.67,17672,7800,2.0,6518,0.12,0.26,Mobile,1,11,Canada
s225,TV Show,Wildlife Tales 225,Fatima Khan,"Actor 225, Actress 225",Japan,2021-06-05,2017,R,2 Season(s),Drama,Sample description 225,94800,62333,62.9,0.52,24469,7697,3.5,73776,0.74,0.24,Tablet,0,0,United States
s226,TV Show,The Great Escape 226,John Smith,"Actor 226, Actress 226",India,2021-07-14,2004,PG,2 Season(s),Comedy,Sample description 226,428383,282359,32.1,0.42,2732,3064,1.2,48945,0.26,0.23,Mobile,0,19,Canada
s227,Movie,Cooking Master 227,Fatima Khan,"Actor 227, Actress 227",United Kingdom,2023-03-13,2017,R,5 Season(s),Romance,Sample description 227,287553,299690,43.5,0.35,7635,4308,3.8,96658,0.81,0.2,TV,1,3,India
s228,TV Show,Haunted Nights 228,Jane Doe,"Actor 228, Actress 228",Canada,2022-01-12,2001,TV-MA,96 min,Drama,Sample description 228,296719,13599,52.5,0.47,35029,1411,2.4,47667,0.33,0.08,PC,1,18,Japan
s229,Movie,Love in Paris 229,John Smith,"Actor 229, Actress 229",Japan,2021-03-18,2019,PG,83 min,Romance,Sample description 229,48326,84246,89.3,0.44,36889,6745,4.8,49339,0.49,0.29,PC,0,9,United Kingdom
s230,TV Show,Wildlife Tales 230,Carlos Vega,"Actor 230, Actress 230",United Kingdom,2022-08-07,2006,PG,132 min,Documentary,Sample description 230,217416,9015,100.7,0.37,38985,5743,4.3,61171,0.2,0.27,Mobile,1,23,Canada
s231,Movie,Haunted Nights 231,Li Wei,"Actor 231, Actress 231",India,2021-12-09,2017,TV-14,133 min,Comedy,Sample description 231,205532,109002,62.2,0.32,41624,4882,4.1,99306,0.43,0.11,PC,0,6,Canada
